From,To,Date,Subject,Main_Subject
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 15:31,Does anyone have ...,Non-work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/8/2014 15:55,Don't text and drive!,Non-work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/2014 16:01,Don't text and drive!,Non-work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/15/2014 11:05,Don't text and drive!,Non-work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/15/2014 13:55,Don't text and drive!,Non-work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/16/2014 15:29,Don't text and drive!,Non-work related
Brand.Tempestad@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",1/10/2014 12:52,Downhole logging scheduled for 2516-00,Work related
Lars.Azada@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/7/2014 11:12,Downhole prediction 2522-00,Work related
Birgitta.Frente@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 9:44,Downhole prediction 2522-00,Work related
Birgitta.Frente@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",1/7/2014 13:35,Downhole prediction 2522-00 - check your parameters,Work related
Birgitta.Frente@gastech.com.kronos,"Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/16/2014 15:33,Downhole prediction 2522-00 - check your parameters,Work related
Felix.Balas@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos",1/8/2014 9:39,Downhole prediction 2522-00 - updated,Work related
Felix.Balas@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/16/2014 13:46,Downhole prediction 2522-00 - updated,Work related
Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/15/2014 11:14,Draft report - comments needed by Monday,Work related
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 10:00,Dress for success - Dress to impress,Non-work related
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 9:13,Dress for success - Dress to impress,Non-work related
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/15/2014 13:13,Employee of the month,Work related
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/15/2014 15:02,Equipment audit approaching,Work related
Elsa.Orilla@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Felix.Balas@gastech.com.kronos",1/10/2014 10:37,Equipment calibration,Work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 13:14,Facilities preparations for VIP visit,Work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/2014 14:39,Facilities preparations for VIP visit,Work related
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/14/2014 13:17,Facilities preparations for VIP visit,Work related
Anda.Ribera@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,1/6/2014 13:01,Favor - borrow hedge trimmer,Non-work related
Valeria.Morlun@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,1/15/2014 11:07,Favor - borrow hedge trimmer,Non-work related
Linnea.Bergen@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/15/2014 12:10,Favor - borrow hedge trimmer,Non-work related
Stenig.Fusil@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,1/15/2014 13:24,Favor - borrow hedge trimmer,Non-work related
Claudio.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/15/2014 13:40,Favor - borrow hedge trimmer,Non-work related
Stenig.Fusil@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,1/15/2014 14:07,Favor - borrow hedge trimmer,Non-work related
Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,1/16/2014 9:34,Favor - borrow hedge trimmer,Non-work related
Lucas.Alcazar@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,1/15/2014 11:26,Favor - water plants please next month,Non-work related
Kare.Orilla@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,1/17/2014 8:33,Favor - water plants please next month,Non-work related
Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,1/17/2014 15:01,Favor - water plants please next month,Non-work related
Felix.Balas@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos",1/8/2014 15:53,Field work rotation schedule,Work related
Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/2014 13:02,Field work rotation schedule,Work related
Felix.Balas@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",1/16/2014 15:28,Field work rotation schedule,Work related
Isande.Borrasca@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos",1/16/2014 16:21,Field work rotation schedule,Work related
Lidelse.Dedos@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/2014 10:06,Files,Work related
Rachel.Pantanal@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,1/9/2014 13:38,Files,Work related
Marin.Onda@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,1/15/2014 11:17,Files,Work related
Henk.Mies@gastech.com.kronos,Sten.Sanjorge Jr.@gastech.com.kronos,1/17/2014 12:07,Files,Work related
Claudio.Hawelon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/2014 8:41,Funny!!,Non-work related
Dylan.Scozzese@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/10/2014 10:03,Funny!!,Non-work related
Henk.Mies@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",1/13/2014 16:32,Funny!!,Non-work related
Henk.Mies@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",1/15/2014 14:43,Funny!!,Non-work related
Albina.Hafon@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 12:04,Funny!!,Non-work related
Benito.Hawelon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/17/2014 15:00,Funny!!,Non-work related
Rachel.Pantanal@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,1/12/2014 13:22,FW: ARISE - Inspiration for Defenders of Kronos,Non-work related
Rachel.Pantanal@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,1/12/2014 13:22,FW: ARISE - Inspiration for Defenders of Kronos,Non-work related
Ruscella.Mies.Haber@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",1/13/2014 16:48,FW: ARISE - Inspiration for Defenders of Kronos,Non-work related
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/10/2014 13:57,GASTech announcements,Work related
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/2014 14:22,GIS update,Work related
Kare.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",1/9/2014 15:13,GIS update,Work related
Lidelse.Dedos@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",1/9/2014 16:11,GIS update,Work related
Birgitta.Frente@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/17/2014 10:15,GIS update,Work related
Isande.Borrasca@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 10:19,GIS update,Work related
Isande.Borrasca@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/17/2014 13:48,GIS update,Work related
Axel.Calzas@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,1/15/2014 12:51,Going home sick,Non-work related
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/6/2014 15:54,"Good morning, GasTech!",Work related
